# mu_0 sigma_0 logL logPrior
-2.945813859634257348e+00 2.419938896609246992e+00 -2.593960475937294063e+02 -4.355359559395905578e+00
-2.880751211145426538e+00 4.089559919989837589e+00 -2.593270925304829575e+02 -4.880054634122132029e+00
2.892494256477371017e+00 3.921995358569622780e+00 -2.592368133346533909e+02 -4.838217813219987562e+00
-2.670439238246859581e+00 4.331787003084258458e+00 -2.591262841566614838e+02 -4.937597428547949363e+00
-3.054188878879763980e+00 3.699584965930550862e+00 -2.589143857208254076e+02 -4.779837910869480844e+00
2.998938518489977945e+00 2.826170721778868966e+00 -2.588569208921520612e+02 -4.510539962422393856e+00
2.423494596472315799e+00 4.465585596560236681e+00 -2.588528930953603435e+02 -4.968017627254877944e+00
1.974676167874777510e+00 4.767229416037787715e+00 -2.588424304376159171e+02 -5.033382569819028873e+00
-3.111907720409128331e+00 3.007723980205134318e+00 -2.587200695561107295e+02 -4.572800908858425828e+00
-2.056200849323998714e+00 4.748555022026907935e+00 -2.585240876725073917e+02 -5.029457634758582429e+00
-2.924942364367755232e+00 3.928667744163104381e+00 -2.583551347858537497e+02 -4.839917640893848017e+00
2.991956386352085495e+00 2.854805239226653413e+00 -2.583459553725505771e+02 -4.520620892228413901e+00
-3.112835426519132032e+00 3.190893338599017692e+00 -2.583361514761682542e+02 -4.631918189920975593e+00
-1.805002858533932164e+00 4.858987019312459132e+00 -2.583255692989750401e+02 -5.052447252828251578e+00
-2.354384944902545573e+00 4.546224867711899265e+00 -2.582786240871031396e+02 -4.985914458048925191e+00
9.222086822653035032e-01 6.477680677836561429e-01 -2.582255175296627385e+02 -3.037394702095606469e+00
3.012648584118875483e+00 3.401272646537123023e+00 -2.582153337693088702e+02 -4.695766938272563529e+00
3.020239535411458398e+00 3.326770761331447446e+00 -2.581988685583098686e+02 -4.673619361028208630e+00
2.801675177737819933e+00 2.344882724622551429e+00 -2.581822869560223808e+02 -4.323852658706822005e+00
2.572903410577334071e+00 1.977080867876559900e+00 -2.581179734476405656e+02 -4.153238716571190814e+00
-2.873982669323230876e+00 3.992527214724696627e+00 -2.581135213581718517e+02 -4.856041686426940451e+00
3.000631430181631920e+00 2.945702305184003666e+00 -2.580439515705855911e+02 -4.551964531300997763e+00
-2.719281201882631116e+00 4.182849769128917927e+00 -2.578638937120264245e+02 -4.902610046072482852e+00
-5.879598034057417211e-01 4.876913491613408813e-01 -2.577575036688094769e+02 -2.753544714424722706e+00
1.870534762192419320e+00 1.251052656542668062e+00 -2.576397314545264976e+02 -3.695602591040936691e+00
2.908547278380310352e+00 2.622812344249314531e+00 -2.576133075590602175e+02 -4.435864424793029670e+00
-2.989470678375951707e+00 3.710341472178207756e+00 -2.575939894561113874e+02 -4.782741182283315240e+00
1.876686048497983261e+00 4.731363026368706315e+00 -2.573901273091774442e+02 -5.025830596124335692e+00
1.886170192368986420e+00 1.266618543551411236e+00 -2.572455622459767710e+02 -3.707968054290524229e+00
2.283179088869802253e+00 4.464331857497040090e+00 -2.571485957426441473e+02 -4.967736832034119310e+00
2.062526015765224763e+00 1.422443868159459557e+00 -2.570684192032440478e+02 -3.823993695127534842e+00
2.513655423918201848e+00 1.919157079144630851e+00 -2.569954572404333248e+02 -4.123503337243897171e+00
-1.745391191194998415e+00 4.807059463399400379e+00 -2.569851923422659752e+02 -5.041702827884795290e+00
2.950718375476691691e+00 3.464530780164234880e+00 -2.569096029548404658e+02 -4.714194475373242099e+00
-1.123052132436829886e+00 4.999156730427580797e+00 -2.568258278047907197e+02 -5.080886513177047092e+00
-1.546232718918199467e+00 4.874504803311638490e+00 -2.568115451483911897e+02 -5.055635789363567056e+00
1.744383028137473701e+00 4.756206208919133260e+00 -2.567257615923959406e+02 -5.031067604406208815e+00
2.758140111548295526e+00 3.914250125426191662e+00 -2.566468681374211087e+02 -4.836241041134076823e+00
-1.276517646350657564e+00 7.916569311960071076e-01 -2.566057614729490979e+02 -3.237990120187359988e+00
-2.789229378191962816e+00 3.988719709418919734e+00 -2.565847801418975109e+02 -4.855087573459178962e+00
-2.601893402262251076e+00 1.940828621476490934e+00 -2.562737768486589403e+02 -4.134732275237064769e+00
1.519587844160709356e+00 9.959282556333590719e-01 -2.562431581643892287e+02 -3.467537212392470813e+00
-3.034454424128328220e+00 3.271382273973090005e+00 -2.561563159296898675e+02 -4.656829878225213548e+00
2.509492999646019573e+00 1.931317655398270494e+00 -2.560879616718511897e+02 -4.129819761852851379e+00
2.139365061832319448e+00 4.497128718220650079e+00 -2.560513749363473153e+02 -4.975056399391158735e+00
-1.845361050073342835e+00 4.708442992042068731e+00 -2.560454381134984487e+02 -5.020974547319498882e+00
-1.751767460440760704e+00 4.746501553514256067e+00 -2.559733004363110922e+02 -5.029025100517563018e+00
-2.548025403571423375e+00 4.226132678948023802e+00 -2.559416088906930042e+02 -4.912904583452458951e+00
-2.221349207359462952e+00 4.484481572575059971e+00 -2.558397283430521441e+02 -4.972240166311565623e+00
2.890733062354412297e+00 3.518542140948683894e+00 -2.557796317907813659e+02 -4.729664008198086300e+00
-2.333158148097452589e+00 4.392490025754550054e+00 -2.556503836341728686e+02 -4.951513539213085124e+00
-5.086427939115697461e-01 4.680700031533975292e-01 -2.556421588135652883e+02 -2.712479854018331693e+00
2.895766520300461444e+00 3.450558963118150579e+00 -2.554679790729706497e+02 -4.710153505095940218e+00
-3.017285263977187881e+00 3.164579284240611745e+00 -2.554649838338007442e+02 -4.623637388071482057e+00
2.887454771020597111e+00 3.482522877459635513e+00 -2.554632538806080788e+02 -4.719374264794703677e+00
-1.990017458806544681e+00 1.298972916785305021e+00 -2.552221077038452108e+02 -3.733191157072234034e+00
1.577237001825553264e+00 1.040749378545031245e+00 -2.552211846612003683e+02 -3.511558278851633741e+00
2.753506924842502368e+00 3.785559840978967916e+00 -2.551696111707538535e+02 -4.802811055263219053e+00
2.876774435301934663e+00 3.462545776134018816e+00 -2.550764624711823956e+02 -4.713621360851289133e+00
-6.158352050663205013e-01 4.993346480946188493e+00 -2.550343155856641602e+02 -5.079723591331880783e+00
1.298774089593886849e+00 4.820523201011378767e+00 -2.548362649042035173e+02 -5.044499738980382730e+00
6.007396019519712915e-01 4.973372069419895070e+00 -2.548185675457621358e+02 -5.075715363715626260e+00
8.680968912879079014e-01 4.928000315167009759e+00 -2.548026724835927723e+02 -5.066550559066662629e+00
1.711381904680038923e+00 1.142292298483043922e+00 -2.547921022817118057e+02 -3.604654300502020625e+00
2.221210326269965840e+00 4.353176538647200999e+00 -2.546862604344642875e+02 -4.942523086256564113e+00
-8.504029860679631625e-01 4.939918710761855181e+00 -2.546741787938644848e+02 -5.068966144634177162e+00
9.008376386867882335e-01 4.910683189251296099e+00 -2.546004825649588952e+02 -5.063030343421829116e+00
-2.452506485439058803e+00 4.222214273921275129e+00 -2.545683373477679368e+02 -4.911976968777166164e+00
2.875795836061987742e+00 3.379751109037528511e+00 -2.545645730460807385e+02 -4.689419339285308297e+00
2.846529655717382923e+00 3.489889993799052181e+00 -2.545336940789531184e+02 -4.721487484197242068e+00
2.024760702505263410e+00 4.476987329758761902e+00 -2.545129338580305500e+02 -4.970567618061938475e+00
-2.867918721572559893e+00 2.478831070970296757e+00 -2.544527431647881599e+02 -4.379404375590582710e+00
2.415400033870568119e+00 4.164712631527528686e+00 -2.543554996929545098e+02 -4.898264546087766291e+00
2.785467403256890684e+00 2.486527152481602165e+00 -2.543316632674021207e+02 -4.382504287954562372e+00
2.973746637790483094e-01 4.978393117188005590e+00 -2.543141226674992765e+02 -5.076724440618066936e+00
-7.826721465711718173e-02 4.985798330178679905e+00 -2.542290344973552294e+02 -5.078210805947986906e+00
9.921142201249995018e-01 4.866310488143366086e+00 -2.541388515247251121e+02 -5.053953318881155177e+00
8.579788190205972498e-01 6.268810611777514419e-01 -2.539343153208118338e+02 -3.004618817446190526e+00
2.380908135023795058e+00 4.160983310126878720e+00 -2.538154242014855697e+02 -4.897368687849319002e+00
1.382175508038513412e-01 4.952481679651937974e+00 -2.536441499438259655e+02 -5.071506069252700755e+00
9.205074853879327001e-01 4.855292026896739443e+00 -2.536273505421938808e+02 -5.051686518536732784e+00
2.739699603665019190e+00 3.643747716230517408e+00 -2.534545809600760151e+02 -4.764630013234076422e+00
1.427835049107413212e+00 4.701451031127827029e+00 -2.534453378089894215e+02 -5.019488459977003103e+00
2.035610077572009846e+00 4.398092246032701880e+00 -2.533117707338485047e+02 -4.952788135335023156e+00
8.029193746409009069e-01 4.861558294020228210e+00 -2.532974267857190682e+02 -5.052976292030241900e+00
-1.501899256133150340e+00 4.695743013689203771e+00 -2.532827631421802437e+02 -5.018273625396935778e+00
2.733998326540576063e+00 2.417264600421744625e+00 -2.531866453174716867e+02 -4.354253839340251453e+00
-2.628868551521371444e+00 2.055080297374222376e+00 -2.530367574840240934e+02 -4.191932190213965015e+00
-2.864698396346450515e+00 3.491148204876286520e+00 -2.530300517476320294e+02 -4.721847949519174747e+00
-2.918942647396410628e+00 2.794191768492199301e+00 -2.530039110248605425e+02 -4.499160163184521721e+00
1.518889646788049497e+00 4.641943308985644556e+00 -2.529861552196431660e+02 -5.006750364031811174e+00
2.248454716832235079e+00 1.657616148738579209e+00 -2.529804369551581544e+02 -3.976997784157611626e+00
2.541359916377702088e+00 2.051101696317584100e+00 -2.528951558324237681e+02 -4.189994330514702270e+00
-2.863287282444270776e+00 3.476297813628394628e+00 -2.528800144456420185e+02 -4.717585149722457238e+00
1.360124123867731294e+00 9.053446141648248124e-01 -2.525086215887016010e+02 -3.372177650249511771e+00
2.120993359749263618e+00 1.524951137896716880e+00 -2.525085269564434611e+02 -3.893579637703697305e+00
2.689156902308912578e+00 3.646833781901239746e+00 -2.524373608680630525e+02 -4.765476603003584444e+00
2.829733783869300634e+00 2.872790783652448443e+00 -2.524027226042518066e+02 -4.526901224664661605e+00
2.526474972821373122e+00 3.895857064465986230e+00 -2.523473960887872067e+02 -4.831530966222974399e+00
2.809115073443381849e+00 3.264459509446362873e+00 -2.522286128810659420e+02 -4.654711477154616972e+00
2.739564995278411352e+00 2.495899657125126403e+00 -2.521069888312567855e+02 -4.386266517107877405e+00
-1.365655970032736644e+00 4.674900917857574001e+00 -2.520299685566014318e+02 -5.013825237355995057e+00
-4.394541061137534621e-01 4.856355079924809637e+00 -2.520221178957479538e+02 -5.051905441860577106e+00
2.821668713658915362e+00 3.018446908997665101e+00 -2.519166031011652933e+02 -4.576359699442638984e+00
-2.891581456342178669e+00 3.146991483320051408e+00 -2.517523207976726951e+02 -4.618064180674374519e+00
2.604367322408165375e+00 3.735689383933889829e+00 -2.517468477843079313e+02 -4.789549644445946441e+00
2.243274676639428478e-01 4.298962841666644774e-01 -2.516116315445407849e+02 -2.627405969880859615e+00
2.676575126424029172e+00 3.587095338146266688e+00 -2.515657461047333072e+02 -4.748960045875435299e+00
1.589733815766059655e+00 4.533646642805386762e+00 -2.515419033213211151e+02 -4.983143882950388459e+00
-2.710962338128642291e+00 2.252089939616757075e+00 -2.515369425710414930e+02 -4.283475916023917307e+00
2.801724713780881615e+00 2.843903295149427635e+00 -2.515252510748678958e+02 -4.516794777131961425e+00
-5.279830108191752025e-01 4.817193113164078611e+00 -2.514154759749392838e+02 -5.043808685649641355e+00
-2.885985501551554755e+00 3.019572502095949407e+00 -2.513407425083484554e+02 -4.576732534650573392e+00
-2.856183798842309329e+00 3.261720183959694097e+00 -2.512658756249583973e+02 -4.653871988885449618e+00
-2.451937244639784019e+00 3.983728168834441696e+00 -2.510439190664886837e+02 -4.853835375561385668e+00
2.120308056916671902e+00 4.202319824885126565e+00 -2.510429710049299956e+02 -4.907253980945605498e+00
2.221158122045074457e+00 4.121470495422938640e+00 -2.510311024122116237e+02 -4.887827284927833915e+00
-2.011227133639084563e+00 4.329994722704999965e+00 -2.510170203911926876e+02 -4.937183592119930964e+00
-5.471158463783454273e-01 4.794798407055191447e+00 -2.510123527461835522e+02 -5.039148934008443881e+00
2.111677742429377336e+00 4.199950113595750878e+00 -2.508986063903726347e+02 -4.906689916384586070e+00
2.778049747789845370e+00 3.151841970171747054e+00 -2.508882119943928899e+02 -4.619604303253033173e+00
-2.673017543935664708e+00 3.681545999493403887e+00 -2.508442495676894453e+02 -4.774950041399038447e+00
5.545393782901363311e-01 4.775269165469012478e+00 -2.508413705038487080e+02 -5.035067610956811990e+00
-1.849541686481888325e+00 1.211847412245862454e+00 -2.507441690124418585e+02 -3.663763251115558450e+00
1.925332959914204167e+00 1.350843347797542560e+00 -2.507411436039287480e+02 -3.772346368358579838e+00
-1.973609389091381727e+00 4.335179787844608335e+00 -2.507161297929726516e+02 -4.938380351804839030e+00
2.617589504393397437e+00 2.262948935135610018e+00 -2.507128915668773175e+02 -4.288286070158864760e+00
2.580683744859348927e+00 3.681537461949504486e+00 -2.506579492294428064e+02 -4.774947722385830318e+00
-1.217855338182732616e+00 4.639546027431459052e+00 -2.505027588749165091e+02 -5.006233791417092682e+00
-2.726609298034486262e+00 3.535675486231664610e+00 -2.503510947200581427e+02 -4.734521635189233635e+00
-9.601899409144043496e-01 4.695177046529963150e+00 -2.503488984158255732e+02 -5.018153090421385798e+00
-2.625168254249135025e+00 3.710023526140979300e+00 -2.502706242971200368e+02 -4.782655486758232044e+00
-2.248636424612127982e+00 4.114704683669566876e+00 -2.501951731348544286e+02 -4.886184334619430913e+00
2.758525711911260725e+00 3.094283772472340655e+00 -2.501317247041257588e+02 -4.601173733850254521e+00
1.116444607374198705e+00 4.624961523943222019e+00 -2.501184758877133163e+02 -5.003085320663474889e+00
2.199910147650987469e+00 4.081617669270007021e+00 -2.501159557116056931e+02 -4.878110666282925223e+00
-1.269792999435092717e+00 8.071692573535451665e-01 -2.501154582891971359e+02 -3.257395372674866785e+00
2.449570575231543312e+00 3.823262249926332679e+00 -2.500734547609411891e+02 -4.812721319183093982e+00
2.049328187088856446e+00 4.194852426580186311e+00 -2.500630193695170362e+02 -4.905475429773913376e+00
-6.098602014118902348e-01 4.737044698973802426e+00 -2.500087476541082481e+02 -5.027030728913683078e+00
-2.796183889937458922e+00 2.572433915805611537e+00 -2.500054143051431765e+02 -4.416469768571907650e+00
1.999114021588827672e+00 1.428118721549774151e+00 -2.499932337776952522e+02 -3.827975267682872218e+00
-2.041680399731818696e+00 4.242225035479064488e+00 -2.498304623242611910e+02 -4.916705172998669937e+00
2.561559092387648562e+00 3.637037478832568560e+00 -2.497641237522677216e+02 -4.762786739708461781e+00
1.340303196448620060e+00 4.535034084196287729e+00 -2.497403670209212123e+02 -4.983449868229503643e+00
-1.109408401106273256e-01 4.758221020011109026e+00 -2.497288877503912659e+02 -5.031491131976206788e+00
6.674122156713224729e-01 4.701986647010448550e+00 -2.497096439168203972e+02 -5.019602379141788973e+00
2.653127073737227448e+00 3.438636598648789011e+00 -2.496195795891182456e+02 -4.706692324101806157e+00
2.015250645456525547e+00 4.192274882787044632e+00 -2.496176663598799053e+02 -4.904860786933948447e+00
-6.097673751461067937e-01 4.714637911250349589e+00 -2.495588962855685509e+02 -5.022289386948775913e+00
7.871203720466447562e-01 4.649655794272057996e+00 -2.490843497483890872e+02 -5.008410463003357016e+00
2.297642817101966273e+00 3.924526842847147812e+00 -2.490793608564441115e+02 -4.838863063255703700e+00
-6.578375769500945935e-01 4.678712086912613977e+00 -2.489641175652714367e+02 -5.014640145833393348e+00
-1.012156252296062320e+00 6.712768495141161473e-01 -2.489060167436303459e+02 -3.073043634198239893e+00
1.234470845239466819e+00 8.395511090625323858e-01 -2.488794124072668126e+02 -3.296729344923798433e+00
2.408744490491412815e+00 3.785588645245226758e+00 -2.488608226313688760e+02 -4.802818664218799327e+00
-2.140940381995346975e+00 1.500827923146460297e+00 -2.488120624987000156e+02 -3.877634173485880353e+00
2.470013011905567435e-01 4.701910044749421758e+00 -2.487600189357656291e+02 -5.019586087541925146e+00
2.698829864401552481e+00 2.649476755826720265e+00 -2.487373423948560287e+02 -4.445979438751864521e+00
1.901058705990510411e-01 4.697042022240850656e+00 -2.485936948584998731e+02 -5.018550222498851632e+00
2.521270316311625237e+00 2.163360286603565719e+00 -2.481059280191212508e+02 -4.243279969990158662e+00
-2.879971869135751206e-01 4.669410480224475357e+00 -2.480441270627573260e+02 -5.012650097095566082e+00
-5.161058941608898110e-02 4.122559321606105165e-01 -2.480251674318814423e+02 -2.585506340951601700e+00
2.068492334255407350e+00 4.043738375520063322e+00 -2.477658627460218668e+02 -4.868786873465852594e+00
-7.134575616163660872e-01 4.609941259936254809e+00 -2.477351657248382253e+02 -4.999832383929143198e+00
2.141709753529370097e+00 3.972779384095503019e+00 -2.475734984585661493e+02 -4.851083215376289282e+00
2.543295018274348340e+00 2.232413970419740767e+00 -2.475708931269658137e+02 -4.274700766820781261e+00
2.561863712221899902e+00 2.276677098551602274e+00 -2.475613578320226225e+02 -4.294334235872280914e+00
2.578782236786152815e+00 3.398318370982392533e+00 -2.475462335971946857e+02 -4.694897981380004914e+00
-6.278361359461035462e-01 4.611399977976117448e+00 -2.475115186611821798e+02 -5.000148762645513223e+00
1.037321214904513234e+00 4.510268062767893049e+00 -2.474339167838228946e+02 -4.977973858050173561e+00
2.210477418890401502e+00 3.902293627786947106e+00 -2.474311315593598408e+02 -4.833181758836934350e+00
2.393291253040606748e+00 3.698981544888227280e+00 -2.474003495439102380e+02 -4.779674792502488501e+00
-2.723289059796269118e+00 3.181990932789157789e+00 -2.472715857146956182e+02 -4.629124349260631099e+00
-2.749381440017743206e+00 2.695002993655994494e+00 -2.472441331801577746e+02 -4.463016584059996461e+00
1.128358844627670665e+00 4.474799392587703650e+00 -2.472335809356680443e+02 -4.970078791131072649e+00
2.667538399876244526e+00 2.708749204308519509e+00 -2.472164491043316445e+02 -4.468104249000905526e+00
-1.695457901610174289e+00 4.287607355912258278e+00 -2.471705844015612570e+02 -4.927346120339509028e+00
-2.751495908683401659e+00 2.759342091746632697e+00 -2.470879293938246519e+02 -4.486609547639339723e+00
2.662876569954056638e+00 2.770997505033716113e+00 -2.468509165259744691e+02 -4.490824634376736846e+00
1.097057898127621778e+00 4.460330328993235227e+00 -2.467638359872579485e+02 -4.966840096967102269e+00
6.019037018573935027e-01 4.565253517599830779e+00 -2.467294993758144415e+02 -4.990091316457175630e+00
-9.111809730493373172e-01 4.524449181836971867e+00 -2.467230954069075324e+02 -4.981113110852730230e+00
1.297629997418454417e+00 4.392641669290458850e+00 -2.466883333848252846e+02 -4.951548061982052218e+00
1.433358464750240646e-01 4.603214451242265248e+00 -2.466125888710069489e+02 -4.998372122081802260e+00
2.315054696611117180e+00 1.852365136142623436e+00 -2.465746685852617759e+02 -4.088080543416452883e+00
-1.145098396067932622e+00 4.459799216813420841e+00 -2.465576963681943425e+02 -4.966721015248005244e+00
-1.891025890794882369e-01 4.595537676206427946e+00 -2.464234223937114905e+02 -4.996703031163451492e+00
9.604730185519398944e-01 4.474470245926537082e+00 -2.463165494494504628e+02 -4.970005232801821826e+00
1.639577175041399881e+00 4.225852854878455744e+00 -2.462561737521930638e+02 -4.912838368462253413e+00
-2.678485967455560335e+00 3.201548582020839362e+00 -2.462391742775418493e+02 -4.635251893511025401e+00
-2.386493506005957332e+00 1.845700842847273870e+00 -2.461083874409989392e+02 -4.084476334866639746e+00
-2.341519075267074701e+00 1.781473406025199324e+00 -2.460965913610257871e+02 -4.049058046977806136e+00
-1.529599233919559431e+00 4.303214771277755091e+00 -2.460564142531384846e+02 -4.930979633478466795e+00
8.647648936167362521e-01 6.464231291051378836e-01 -2.460399817477128863e+02 -3.035316277878362001e+00
2.166838566204442706e+00 1.661804963638294108e+00 -2.460294956030612070e+02 -3.979521608030123225e+00
2.455502701350036343e+00 2.107260021801498517e+00 -2.459965706580213691e+02 -4.217005804632608879e+00
3.709930344134816371e-01 4.551791007633685382e+00 -2.458636302890133436e+02 -4.987138052444122671e+00
9.692219982209637763e-01 4.447048904706129235e+00 -2.458030432006023602e+02 -4.963857977584661185e+00
-2.510759276056797162e+00 3.511872768996603611e+00 -2.456024288975212926e+02 -4.727766716491077936e+00
-1.939587608909506988e+00 4.064635659561404601e+00 -2.455485267993843763e+02 -4.873941379219807857e+00
-1.567762022700066149e+00 1.022409736178771178e+00 -2.453406654929246429e+02 -3.493779596343452809e+00
1.222208178387452548e+00 4.347827259500570918e+00 -2.452846217664113624e+02 -4.941293508625138386e+00
-6.786507938499892756e-01 4.491291547051947219e+00 -2.451763767350325622e+02 -4.973757578949522085e+00
-1.178052435157607380e+00 4.379929800301897380e+00 -2.451326862018006238e+02 -4.948649965812683682e+00
2.573386495297445009e+00 3.124968612830450354e+00 -2.451008850895952378e+02 -4.611041508124770871e+00
1.807605542319383529e+00 4.068314387235838936e+00 -2.450571538197138182e+02 -4.874846027079231980e+00
-2.682304126545325573e+00 2.624746735074375170e+00 -2.450480707731936150e+02 -4.436601678393584436e+00
2.609048011958635449e+00 2.723893127297408068e+00 -2.450441956831223820e+02 -4.473679422660602256e+00
-1.362099310925605655e+00 8.820249401568246439e-01 -2.449090298379466049e+02 -3.346082322327770697e+00
-2.490826779183104023e+00 3.487729772291423558e+00 -2.448998714538285526e+02 -4.720868298386302619e+00
1.042145306941729910e+00 4.382438572387455267e+00 -2.448762265753257452e+02 -4.949222590027371638e+00
1.972551090795172879e+00 3.945728230524205848e+00 -2.448541726323777539e+02 -4.844250801966852649e+00
2.053674577567367265e+00 3.879973212103244418e+00 -2.448173032022273219e+02 -4.827445518395348856e+00
-1.910242266106009446e+00 4.032062358714307848e+00 -2.446216698394235323e+02 -4.865895265481541720e+00
2.390547564456896090e+00 2.029367087608010767e+00 -2.445682269991529552e+02 -4.179341233818020918e+00
7.910902691888224147e-01 4.424743716347875555e+00 -2.445091276487546281e+02 -4.958829628454208382e+00
-2.573944859538169982e+00 2.254341623703359776e+00 -2.444674152702350511e+02 -4.284475236325290481e+00
-1.914847316087835871e+00 4.019264341229116688e+00 -2.444419331603936882e+02 -4.862716155071295177e+00
2.254154167809176545e+00 1.808278680730916133e+00 -2.444255497964192614e+02 -4.063992656545520887e+00
1.328752857374353891e+00 9.169918811940793724e-01 -2.443115568599613141e+02 -3.384960608456561992e+00
-2.390757824772883566e+00 3.583719537841318914e+00 -2.442611870869143900e+02 -4.748018506981260600e+00
2.510025462998417556e+00 3.218047226015735784e+00 -2.442169841799493497e+02 -4.640391992923388997e+00
-2.650687571266405307e+00 2.558214815129959518e+00 -2.441976186849607302e+02 -4.410926946279588812e+00
1.541020354002490045e+00 4.164830319939953007e+00 -2.441768012800672523e+02 -4.898292804159815717e+00
-1.051871100088888344e-01 4.490168525496388341e+00 -2.441558065428365865e+02 -4.973507503449026146e+00
-4.620930252562012175e-01 4.467827358031079221e+00 -2.441109746952463979e+02 -4.968519509688678504e+00
2.333572701838024344e+00 3.528803278488950479e+00 -2.439770605876651928e+02 -4.732576067755504212e+00
7.564902178876078409e-01 4.403427983864645512e+00 -2.439185583726075492e+02 -4.954000593716354039e+00
2.386268942769200763e+00 2.051042692823559666e+00 -2.436615852527817481e+02 -4.189965563368335921e+00
-2.632320376466507295e+00 2.532081247213878061e+00 -2.436370807367750615e+02 -4.400658860805357619e+00
-2.651243637700951616e+00 2.814684373578562937e+00 -2.436169517830000757e+02 -4.506467401123817496e+00
-1.481339057793937153e+00 4.194821825198538967e+00 -2.435343434300439753e+02 -4.905468134763229848e+00
2.254455657484579767e+00 1.828351679739018021e+00 -2.435129396209745778e+02 -4.075032108387024010e+00
1.666373827168894595e+00 1.176735281206525485e+00 -2.435097757302664547e+02 -3.634361162098188380e+00
1.234364512540679915e-01 4.448570793149732694e+00 -2.433223455807351172e+02 -4.964200143394383424e+00
2.190799061256471614e+00 3.657419044064991631e+00 -2.433027169282780164e+02 -4.768374988321345320e+00
-2.556470921418817266e+00 3.206543329368730877e+00 -2.432197651308806599e+02 -4.636810781376071944e+00
-2.556201261210233167e+00 3.202507556544722522e+00 -2.431749938939986464e+02 -4.635551383243877055e+00
2.542919481039106699e+00 2.572983489052099060e+00 -2.431228126170021824e+02 -4.416683385157437414e+00
-2.238978671603960802e+00 1.697778281662147837e+00 -2.430289995164474703e+02 -4.000937772073744902e+00
2.508524222053649666e+00 3.068405249974418325e+00 -2.429562151928272726e+02 -4.592775232963745680e+00
2.127714707938692107e-01 4.420070342924809381e+00 -2.428034772161696822e+02 -4.957772879532941879e+00
2.169759603785808899e+00 3.640095605246144839e+00 -2.426825270071070122e+02 -4.763627215362339129e+00
2.092994666740078280e+00 3.711738667474531184e+00 -2.425956133856655015e+02 -4.783117679245497911e+00
-1.140565262597652119e+00 4.265077809268066567e+00 -2.425472189595288910e+02 -4.922077693331968540e+00
2.517613682120648733e+00 2.947669870914178869e+00 -2.424649524684861319e+02 -4.552632252851406491e+00
-1.514524781597315073e+00 4.126535165734352972e+00 -2.424524171307873814e+02 -4.889055380823019270e+00
-2.256328125032005971e+00 1.732562594818317869e+00 -2.424286602076427357e+02 -4.021218850075621631e+00
-1.170212757160856487e+00 4.246144077646762049e+00 -2.423356107423805668e+02 -4.917628564145763548e+00
1.228088995677385498e+00 4.192381092298862022e+00 -2.421714080269065619e+02 -4.904886121190269677e+00
2.187803913915511433e+00 3.585013406375355149e+00 -2.421379231801768128e+02 -4.748379482500409310e+00
-1.715235769443318237e+00 4.004581314786237911e+00 -2.419669407611347367e+02 -4.859056303309015945e+00
9.896352201909981439e-01 4.252076263358028463e+00 -2.418744724850379271e+02 -4.919024665079080094e+00
-2.563446691862616866e+00 3.009051143761119818e+00 -2.417757658954103306e+02 -4.573242063314148176e+00
2.273398818637323515e+00 1.906280234083093772e+00 -2.415782622181343413e+02 -4.116771090631516472e+00
-2.297404432155214504e+00 1.810986780799608731e+00 -2.415571219152682261e+02 -4.065489148362920524e+00
2.460785557179497207e+00 3.049208501424208961e+00 -2.415235776070057341e+02 -4.586499318092696953e+00
-2.517015584209936652e+00 2.267709154261207782e+00 -2.414485227946905752e+02 -4.290387407661400587e+00
2.417965816182917393e+00 3.158325977835180431e+00 -2.413846935142404959e+02 -4.621659402261149019e+00
-1.036811481076262309e+00 7.024272564101569083e-01 -2.412807577180470844e+02 -3.118403836151153463e+00
-2.492129607134764946e+00 3.126144836975623065e+00 -2.408591112771382541e+02 -4.611417832812684026e+00
-1.550901174342201649e+00 1.033269052228790175e+00 -2.408378702849426816e+02 -3.504344882248599191e+00
-1.730399570238859486e+00 3.936085721376246127e+00 -2.408040189127872850e+02 -4.841804026638894420e+00
2.475270067469439006e+00 2.525427740694164314e+00 -2.407083300352688013e+02 -4.398027719516598211e+00
5.361135336687170572e-01 4.288822959209857011e+00 -2.406626349618134100e+02 -4.927629595692557984e+00
1.816584914127868267e+00 3.823400080258369194e+00 -2.406598545027065938e+02 -4.812757368985243644e+00
2.449846705287702875e+00 2.430658893111762531e+00 -2.402717288334019941e+02 -4.359779638907905763e+00
2.447067311641478948e+00 2.426621754489095117e+00 -2.401863265083568990e+02 -4.358117334484832739e+00
1.983932678804689598e+00 3.667238246344135089e+00 -2.401802013029027876e+02 -4.771056126229083816e+00
-2.526829622633992578e+00 2.418111147812921580e+00 -2.401294885075928960e+02 -4.354603986854696629e+00
2.173755566368109182e+00 3.467006171577812434e+00 -2.400935758980594414e+02 -4.714908715674071438e+00
1.352532614845894265e+00 4.037210118670490289e+00 -2.399612155530748510e+02 -4.867171157619017308e+00
-1.908369006076503060e+00 3.776919838317532196e+00 -2.399178302096635775e+02 -4.800526088747735898e+00
2.401977925396349356e+00 3.030497587786430191e+00 -2.397971165391561499e+02 -4.580344095311247976e+00
2.012575889032712340e+00 3.612287819835276359e+00 -2.396804651893930611e+02 -4.755958585600989608e+00
2.171842677563432744e+00 3.425288143140170050e+00 -2.394318917469597636e+02 -4.702802866440602969e+00
