# mu_0 sigma_0 logL logPrior
-4.724764361616926145e+00 9.024985953700923602e-01 -1.479175938379293711e+03 -3.369029123728160435e+00
-3.354456858524402119e+00 6.497554522054393988e-01 -1.447272433303663774e+03 -3.040458054621124617e+00
9.737439915498429244e-01 2.501196594891005875e-01 -1.441680188194612128e+03 -2.085801431207004786e+00
1.725678423407637219e+00 3.703950936547107942e-01 -1.433701527979828370e+03 -2.478432246510664072e+00
-1.437258159836610982e+00 3.087035473476544278e-01 -1.433109486374275548e+03 -2.296243412587100519e+00
2.105738260371879722e+00 4.378867244807553849e-01 -1.428347317603258944e+03 -2.645822246920564780e+00
-1.945891027394315964e+00 3.953845568692655466e-01 -1.425271587717352986e+03 -2.543720842890606626e+00
-2.223198365710853608e+00 4.446935326515586429e-01 -1.424798007826171670e+03 -2.661247344138192972e+00
2.734158888848349012e+00 5.565582295757376396e-01 -1.411039968779552510e+03 -2.885633790496889617e+00
2.840995260620624574e+00 5.777978399521277453e-01 -1.405885958009877868e+03 -2.923086039523502322e+00
-4.945736224900894484e+00 9.778274587723889688e-01 -1.390951835773168568e+03 -3.449195221846378168e+00
2.964231238372138311e+00 6.047144644740416464e-01 -1.390506656541361281e+03 -2.968618376974805795e+00
-3.098895565291818865e+00 6.151690645224029419e-01 -1.388368249019694304e+03 -2.985759121589387721e+00
-4.834451879900468541e+00 9.596454799837168537e-01 -1.380260059799910778e+03 -3.430425914472252202e+00
2.110671335815446970e+00 4.479805234352647325e-01 -1.372683856834540620e+03 -2.668611746894051784e+00
-1.489854889647740155e+00 3.247449705330549552e-01 -1.368549217090027469e+03 -2.346902158133610250e+00
8.295882489853759756e-01 2.368013451595436802e-01 -1.365904326318603353e+03 -2.031083573465078285e+00
1.543065365078596152e+00 3.497161075747396985e-01 -1.353214599115145802e+03 -2.420983694030589994e+00
3.060877692106808379e+00 6.325479987483899613e-01 -1.352674014077428410e+03 -3.013618094970573758e+00
3.375072231680998680e+00 6.956014232584668555e-01 -1.347684126457906359e+03 -3.108638818464502407e+00
-6.230780377756217625e-01 2.038253878970393285e-01 -1.341193204312420676e+03 -1.881125675534754960e+00
2.463792999298299868e+00 5.211807378755811682e-01 -1.335056068723908311e+03 -2.819958877205746006e+00
-4.023330595689680322e+00 8.126861400179570261e-01 -1.334506718246491118e+03 -3.264206973271228218e+00
-4.278062238979476462e+00 8.651773536776420359e-01 -1.331962088590907115e+03 -3.326796508967762911e+00
1.994183551504598917e+00 4.347669368267023660e-01 -1.324647642293090939e+03 -2.638672099997765752e+00
-4.546156655667802582e+00 9.226394995371286489e-01 -1.324642423340055757e+03 -3.391100573391642392e+00
-1.380266008706577674e+00 3.121471394304777824e-01 -1.322228693523818720e+03 -2.307336667278479858e+00
4.973618434714896175e+00 1.029135306665403871e+00 -1.321343108283265565e+03 -3.500336210446541862e+00
1.767183164151230335e+00 3.943665294638813990e-01 -1.317811105016253805e+03 -2.541142744583763324e+00
4.492300344602999651e+00 9.315501664314929098e-01 -1.317014435769840020e+03 -3.400712034026137864e+00
-4.513497533634112990e+00 9.223952695783209643e-01 -1.308043790400159878e+03 -3.390835830456363276e+00
-7.044714309379429551e-01 2.162961087698671570e-01 -1.297699689421634275e+03 -1.940510332727904741e+00
-4.478288164149525130e+00 9.210245833589398856e-01 -1.293052449084639875e+03 -3.389348717827296298e+00
-1.365437954109153473e+00 3.139708736099596775e-01 -1.287182800183213431e+03 -2.313162212300866827e+00
4.820023453735690744e+00 1.012286293444336627e+00 -1.286845693571746551e+03 -3.483828698398506507e+00
-4.256200473765220593e+00 8.825040802831990439e-01 -1.273303930035698841e+03 -3.346625402246095060e+00
-2.799754066880639769e+00 5.850189691464176001e-01 -1.271385459240213095e+03 -2.935506262496425656e+00
3.479836943892605561e+00 7.454083073133312976e-01 -1.253102827576587288e+03 -3.177794121654399007e+00
-1.567006163824485654e+00 3.557513312682667461e-01 -1.236728091530509801e+03 -2.438093969007439021e+00
-4.505519876336233409e+00 9.537219759425774601e-01 -1.228361678364243517e+03 -3.424234189043742660e+00
1.243297533190012238e+00 3.159964986158634304e-01 -1.219584653113493914e+03 -2.319593123094943365e+00
2.735027600166704875e+00 6.028229831290461416e-01 -1.216328728287720651e+03 -2.965485583212212894e+00
-4.330805743709191802e+00 9.269864389250193071e-01 -1.203306146646214074e+03 -3.395800926366465688e+00
2.901817115437753003e+00 6.426679430879835841e-01 -1.197027559716236965e+03 -3.029490162532128217e+00
2.371774193888715132e+00 5.341149933790513282e-01 -1.195587560490041142e+03 -2.844473149082559438e+00
4.902398566900920684e+00 1.076756579727033980e+00 -1.189183788700782998e+03 -3.545570624543127103e+00
-1.962309216953394220e+00 4.380166891088937420e-01 -1.187772252901000456e+03 -2.646119002537852261e+00
2.550265200468083471e+00 5.728680977997496759e-01 -1.186221315648982454e+03 -2.914517484302626471e+00
-1.887201552882065370e+00 4.259181563619973132e-01 -1.174892340398795113e+03 -2.618109196494721402e+00
-2.705245609177047594e+00 5.928712713345262175e-01 -1.167375742078716030e+03 -2.948839284951108475e+00
-1.747719356857687867e+00 4.032701543630646812e-01 -1.152011559227010366e+03 -2.563468685476944398e+00
3.052334252801661929e+00 6.903825885748877678e-01 -1.146130047596416262e+03 -3.101107910020633351e+00
-1.058111072507958994e+00 2.816504639164075230e-01 -1.141061623454892015e+03 -2.204528802376295005e+00
-2.750532933873685693e+00 6.138625366026453367e-01 -1.127332314349500393e+03 -2.983633011226196619e+00
4.583551250690987899e+00 1.038513156146360528e+00 -1.125873834795327184e+03 -3.509407301547367908e+00
1.752786404453963609e+00 4.253922365344421364e-01 -1.125673426873721155e+03 -2.616873642697072455e+00
2.469916577381821465e+00 5.738298186860957273e-01 -1.120278740435665213e+03 -2.916194859133451445e+00
-2.902228929021713366e+00 6.494651811539773334e-01 -1.117515139536389825e+03 -3.040011215879745876e+00
3.227357618392858285e+00 7.411080735978521350e-01 -1.110318906916179685e+03 -3.172008452870412665e+00
1.949716544505394777e+00 4.682357377549265509e-01 -1.109815525905922641e+03 -2.712833872147280445e+00
1.978963563236743051e+00 4.765242898911409841e-01 -1.099683724965668489e+03 -2.730380687331239731e+00
1.718456307816400797e+00 4.250863420510868629e-01 -1.093452763660628307e+03 -2.616154295956900189e+00
-2.301718038777570197e+00 5.280438885948069982e-01 -1.093379886720741524e+03 -2.833041392489405563e+00
-2.149851935217886201e+00 4.970418680165740177e-01 -1.090091437864650516e+03 -2.772536253929519301e+00
3.518427047412479247e+00 8.164095832410496190e-01 -1.084618701515965313e+03 -3.268778159179588361e+00
2.286495378511441690e+00 5.452104583004422356e-01 -1.082645238453524144e+03 -2.865033872040005924e+00
-3.346304474975014820e+00 7.623967026046054585e-01 -1.075901468815546195e+03 -3.200329017209411653e+00
-4.285442412463460471e-01 2.077523197098609664e-01 -1.072014906542431390e+03 -1.900208589443957985e+00
-4.245159192432100270e-01 2.074422767237242005e-01 -1.071661990876348909e+03 -1.898715106405262532e+00
4.456824817018253171e+00 1.039621619897864058e+00 -1.070300195172749454e+03 -3.510474088811990079e+00
1.364413841664822824e+00 3.610206081081628327e-01 -1.067231622504476263e+03 -2.452797032774688191e+00
3.588825163182130851e+00 8.401888651090426707e-01 -1.066811520056463451e+03 -3.297488695879257747e+00
3.363211553776629170e+00 7.886669684902436472e-01 -1.066787473771562418e+03 -3.234206128470183739e+00
-4.807007090676894023e+00 1.105276591120155638e+00 -1.065494603951682848e+03 -3.571712881234843540e+00
4.002584518813487868e+00 9.670274627049949556e-01 -1.007401988807130692e+03 -3.438088884850742488e+00
1.621236993118847503e+00 4.239417811863743779e-01 -1.006496746973511222e+03 -2.613458127180542157e+00
1.605086448687447209e+00 4.209405100732189764e-01 -1.005022334771436931e+03 -2.606353507357293875e+00
1.660749718381752338e+00 4.338083410148065866e-01 -9.991309024406475601e+02 -2.636464815895744884e+00
1.717141257241600272e+00 4.463700900585427789e-01 -9.959785442258788635e+02 -2.665010396164266382e+00
2.436333750376685536e+00 6.051244296249546073e-01 -9.934975966022319653e+02 -2.969296095584455397e+00
-2.147634140123159785e+00 5.275145131612122285e-01 -9.745249543889356119e+02 -2.832038367972531834e+00
2.913025314915182573e+00 7.234579076640480499e-01 -9.728172034866740887e+02 -3.147904355513779784e+00
2.726538847026536594e+00 6.800411766646563549e-01 -9.715918739848079895e+02 -3.086015340154414588e+00
-1.630719728794802759e+00 4.166697529172970760e-01 -9.713950128402908604e+02 -2.596155938501283345e+00
-4.333720615565162859e+00 1.052575634310038755e+00 -9.660431418667420758e+02 -3.522857414450816016e+00
-4.286514238390907172e-01 2.189701110771323789e-01 -9.638217025310324289e+02 -1.952797231301493630e+00
-4.788976904717145544e+00 1.169511017957886700e+00 -9.619312103749180096e+02 -3.628202996962947680e+00
-1.679151062739436151e+00 4.300163201849545036e-01 -9.577118403657041199e+02 -2.627685151784839857e+00
1.480300460938789309e+00 4.084358927801985395e-01 -9.456623608594005646e+02 -2.576196958665108117e+00
4.631982329434864099e+00 1.162894541532561110e+00 -9.452443186927309853e+02 -3.622529460346169738e+00
-4.979860259959642654e+00 1.237847273827012096e+00 -9.362134681064717370e+02 -3.684991070288648807e+00
-2.798012452174509779e+00 6.927053497409816352e-01 -9.336905343843435503e+02 -3.104466717924959873e+00
-1.238333461410740188e+00 3.456571881684271652e-01 -9.333352721179769560e+02 -2.409309488163767554e+00
4.831174093604221120e+00 1.225358764807136236e+00 -9.305106354769036443e+02 -3.674850939230285718e+00
6.880453054795602208e-01 2.660244769105951090e-01 -9.230593922424920947e+02 -2.147450312908108838e+00
3.875147422397363428e+00 9.867154340128683199e-01 -9.210172644970573401e+02 -3.458243673691912434e+00
-4.317733094906891722e+00 1.079079966850639005e+00 -9.204818553935327827e+02 -3.547726064413386560e+00
-2.213810595767071732e+00 5.613661978072468361e-01 -9.149494660641125847e+02 -2.894235441481862736e+00
2.419839150207190315e+00 6.303083559203814801e-01 -9.127808951158311856e+02 -3.010071143382957892e+00
-4.069028416148949390e+00 1.021306130487589892e+00 -9.114902542255949811e+02 -3.492699597096540209e+00
-4.964174867254085299e+00 1.255551002856754694e+00 -9.096824221669926374e+02 -3.699191791213310765e+00
-2.070508615523944052e+00 5.301893594472348870e-01 -9.087719602775569001e+02 -2.837096214611040335e+00
-2.161854851374182207e+00 5.523756395776076022e-01 -9.056900230413766621e+02 -2.878090311217689212e+00
2.444775698473549141e+00 6.399884018511896588e-01 -9.033350469452823290e+02 -3.025312043980958876e+00
1.797467463450385328e+00 4.887165041069291282e-01 -9.022739518293951733e+02 -2.755644565053427808e+00
-3.599489040144063345e+00 9.098952140508445030e-01 -8.972783368987418271e+02 -3.377191433384983732e+00
-8.450094296338543920e-01 2.824008017927594483e-01 -8.918723710358809740e+02 -2.207189334723509422e+00
-4.101000867248192350e-01 2.259445944616279844e-01 -8.909899841301129300e+02 -1.984151801865866149e+00
1.715037681670295022e+00 4.761401794898739714e-01 -8.815138024498894538e+02 -2.729574295501950409e+00
1.444457729427665704e+00 4.170213293901910978e-01 -8.783089652262236768e+02 -2.596999360006434276e+00
1.974524210045597972e+00 5.373364116256028611e-01 -8.775613243892170203e+02 -2.850486353112786198e+00
3.422192862979221317e+00 8.981423844255975730e-01 -8.762831754710454106e+02 -3.364190602899101989e+00
-2.355555059528711137e+00 6.101100162385115766e-01 -8.735829561456481542e+02 -2.977501285293769229e+00
3.871210621557494846e+00 1.018709903974463815e+00 -8.713781806241133836e+02 -3.490154295617612590e+00
2.272132641967315791e+00 6.117021099767852022e-01 -8.690925444244672917e+02 -2.980107405506886131e+00
4.130825468556493241e-01 2.377501407333145189e-01 -8.666987736409400895e+02 -2.035082283262520608e+00
3.770088243589407639e+00 9.957303458579750410e-01 -8.660139990785734199e+02 -3.467338473737274107e+00
-1.869724569658529845e+00 4.975299701598837054e-01 -8.653355455032017289e+02 -2.773517786210568659e+00
4.081232362818655091e+00 1.081165253706476204e+00 -8.622657501464871075e+02 -3.549656666998396659e+00
3.901267552181511000e+00 1.035157443658459409e+00 -8.594816177094621708e+02 -3.506170803506212241e+00
-6.924259432963508765e-01 2.651691493476913686e-01 -8.520564360350855395e+02 -2.144229911684004453e+00
-4.086440510634525403e+00 1.068189302855382383e+00 -8.519531609597678425e+02 -3.537582243576793850e+00
-4.950744835383469322e+00 1.306759350334289804e+00 -8.487242708439955550e+02 -3.739167562878134898e+00
-4.801502381480307946e+00 1.268142826526609035e+00 -8.459975676956257757e+02 -3.709170757769384430e+00
4.682870686314109854e+00 1.260693782733870894e+00 -8.433515691716755782e+02 -3.703279459525607109e+00
-4.230008377288950072e+00 1.117090243499219371e+00 -8.392709880098171880e+02 -3.582344576661975921e+00
3.506655351884669258e+00 9.445950231073596548e-01 -8.382302440278505173e+02 -3.414618278563870124e+00
-4.164547519196148073e+00 1.103676128720084693e+00 -8.337358895529232541e+02 -3.570263812030463946e+00
1.356579168729425966e+00 4.107377699593001141e-01 -8.286252847567709523e+02 -2.581816971471782907e+00
-4.174591361340954876e+00 1.111485014103786639e+00 -8.275481020750935386e+02 -3.577314240624638764e+00
-4.837199433843622387e+00 1.297961166924765708e+00 -8.252742874291171802e+02 -3.732411969092011894e+00
-2.913508333765231662e+00 7.738455420653715944e-01 -8.244766980617004037e+02 -3.215234285519258162e+00
3.556846008214266774e+00 9.688735377736612531e-01 -8.226549455058757303e+02 -3.439996085299306561e+00
-7.305389465282585704e-03 2.172893848174392573e-01 -8.213384556583694120e+02 -1.945092025611201869e+00
-2.256030975330211241e+00 6.073075076774170356e-01 -8.197067048747616127e+02 -2.972897255112738168e+00
-4.899616437400813318e+00 1.323562185848825123e+00 -8.173288550073582428e+02 -3.751943996370005419e+00
-4.201485876081752835e+00 1.131060264025010698e+00 -8.131305812642971205e+02 -3.594772748437294219e+00
-3.255561041153109070e+00 8.754865343766896624e-01 -8.067897899907168267e+02 -3.338641761011661213e+00
2.019358046054198663e+00 5.753909572396881389e-01 -8.035755799525065868e+02 -2.918911725285844305e+00
-3.689134241439371742e+00 9.986952617650735053e-01 -8.005131648849828707e+02 -3.470311678734149030e+00
-3.110043443672700025e+00 8.431458853953548438e-01 -7.956558872024253333e+02 -3.301001987964532702e+00
-4.814247045368118094e+00 1.324945903994044549e+00 -7.925592329067696937e+02 -3.752988900311529541e+00
2.444520135412573403e-01 2.332453359736743337e-01 -7.858790190243944380e+02 -2.015952833600879401e+00
9.300862139059828948e-01 3.331004020886221273e-01 -7.820612305798096031e+02 -2.372305942208714047e+00
3.127788540813424500e+00 8.806057001176231802e-01 -7.803909718760055512e+02 -3.344471956192654361e+00
-4.054886676774279941e+00 1.119325077696055715e+00 -7.792109428626172303e+02 -3.584343163346254357e+00
-4.579281028239044815e+00 1.271409622708231435e+00 -7.785953017023302891e+02 -3.711743492964916680e+00
-1.004506094453192500e+00 3.344877085724800025e-01 -7.686721478396440261e+02 -2.376462123119403635e+00
-2.754828305336247674e+00 7.650029799270087194e-01 -7.652325483426774326e+02 -3.203741719047337178e+00
4.241962487041105234e+00 1.219854392084199990e+00 -7.561924419531100057e+02 -3.670348769752743934e+00
4.524491109523727239e+00 1.315254964418286043e+00 -7.458903274869020379e+02 -3.745647805008202269e+00
1.011371112754358759e+00 3.585055382748368880e-01 -7.440413070129626476e+02 -2.445806098284688090e+00
3.479918523635580740e+00 1.009183118806457946e+00 -7.423841104223618004e+02 -3.480758479223604152e+00
-8.088196616254808013e-01 3.042684827277581938e-01 -7.402450230507141669e+02 -2.281772468410420807e+00
1.994183674389962135e+00 5.966455999362139107e-01 -7.390492272492397205e+02 -2.955185292072862069e+00
-1.643593056410675324e+00 4.912442286180775386e-01 -7.250488777205603128e+02 -2.760803404653275450e+00
-3.529968736733383405e+00 1.019284951576668430e+00 -7.195448668010204756e+02 -3.490718622476337352e+00
-2.356164782571140925e+00 6.818951980627760978e-01 -7.192357244969927024e+02 -3.088737967404554752e+00
-4.740414950925003090e+00 1.390928865216730426e+00 -7.170522455518007519e+02 -3.801589041202548813e+00
2.291929743648074780e+00 6.892973187663716805e-01 -7.151410682309831373e+02 -3.099534689991001457e+00
3.918368458651993347e+00 1.168606996768362993e+00 -7.119991868334363971e+02 -3.627429707309577811e+00
-4.022669061046544314e+00 1.180873071757349679e+00 -7.066927637682774730e+02 -3.637871325093820829e+00
1.300415524130914324e+00 4.367302115400247819e-01 -6.990628926086260435e+02 -2.643177629449407817e+00
-2.907783862103963113e-01 2.466315523772414919e-01 -6.867828601663734389e+02 -2.071757522068204072e+00
